id,nama,email,no_hp,tanggal_daftar,status
738,ani santoso,indah1169@hotmail.com,8311306582,2021-06-08,active
739,LANI PURNAMA,lani7058@gmail.com,8399458476,24/05/2021,inactive
740,Indah Wijaya,indah4441@gmail.com,8403028623,15/01/2022,in-active
741,ani Basuki,ani898@yahoo.com,8823469701,19/11/2023,Active
742,Putri Saputra,putri8926@yahoo.com,8491600016,2023-06-23,actve
743,Ratna Gunawan,ratna8202@hotmail.com,8224351132,17/09/2022,active
744,bambang setiAwan,bambang6182@gmail.com,8204681181,24-12-21,banned
745,ani basuki,ani2808@yahoo.com,8702884003,30-05-20,BANNED
746,siti ramadhan,siti7991@gmail.com,8357084364,2021-06-10,banned
747,mega wati,mega7102@yahoo.com,8576509769,28-12-22,active
748,sari utami,sari9351@gmail.com,8916752136,05/12/2020,active
749,Maya Hidayat,maya3537@gmail.com,8947115690,04-08-23,Active
750,RIAN MULYANI,rian5688@gmail.com,8461651874,02/06/2021,banned
751,dedi hartono,dedi4183@hotmail.com,8458942636,2021-07-20,Active
752,Bambang Siregar,bambang4092@hotmail.com,8502469072,2022-03-04,banned
753,mega muLyani,mega9625@hotmail.com,8875001284,07/06/2022,inactive
754,MEGA RAMADHAN,mega300@yahoo.com,8586627135,14/02/2020,Active
755,Hendra Lestari,hendra6381@yahoo.com,8563651493,22/06/2020,aktive
756,Dewi Pratama,dewi8042@yahoo.com,8991418369,21-12-23,active
757,RATNA MULYANI,ratna2719@hotmail.com,8772047529,24/12/2023,inactive
758,Eko Purnama,eko8294@gmail.com,8742203590,01-09-23,Active
759,Siti Hartono,siti6193@yahoo.com,8786127336,2023-09-29,inactive
760,eko wati,lani7058@yahoo.com,8341276756,20/09/2023,BANNED
761,Hendra Utami,hendra1098@yahoo.com,8167439072,09-09-21,inactive
762,Rian Santoso,rian2555@hotmail.com,8403328070,18/01/2020,INACTIVE
763,ani siregar,ani2350@gmail.com,8111168564,2022-11-30,INACTIVE
764,Mega Ramadhan,mega5123@hotmail.com,8721594304,10/07/2021,Active
765,agus saPutra,agus2362@hotmail.com,8971846830,2022-12-22,BANNED
766,Siti Purnama,siti9618@gmail.com,8731171438,25/07/2022,aktive
767,Adit Fauzi,adit5048@yahoo.com,8254476072,31-12-20,banned
768,budi basuki,budi3995@gmail.com,8209274902,06-08-23,INACTIVE
769,Maya Santoso,maya1525@gmail.com,8485745201,2021-04-21,INACTIVE
770,ADIT SAPUTRA,adit3243@hotmail.com,8818169302,29-09-23,BANNED
771,Siti Utami,siti4697@hotmail.com,8471792517,2020-06-30,Active
772,dewi hidayat,dewi6026@hotmail.com,8744089936,2022-07-31,actve
773,Ani Wijaya,ani9946@hotmail.com,8943580149,05-12-20,inactive
774,PUTRI PURNAMA,putri3465@gmail.com,8258415949,2021-12-07,in-active
775,rian purnama,rian7615@gmail.com,8509229468,2023-08-09,active
776,deDi basuki,dedi1871@hotmail.com,8279112894,2023-10-29,banned
777,Eko Purnama,eko2445@yahoo.com,8765336885,20/11/2021,Active
778,joko mulyani,joko3623@hotmail.com,8389032750,26-04-22,inactive
779,Eko Siregar,eko4003@yahoo.com,8773512362,02/12/2020,active
780,hendra kusuma,hendra9402@hotmail.com,8901455176,2021-04-29,active
781,maya fauzi,maya5664@yahoo.com,8867352017,01/06/2021,banned
782,DEDI GUNAWAN,dedi2317@yahoo.com,8337536657,18/10/2020,in-active
783,Hendra Siregar,hendra8132@hotmail.com,8458176441,18-03-22,active
784,bambang gunaWan,bambang9483@hotmail.com,8433392142,10/06/2023,active
785,dedi hartono,dedi9041@yahoo.com,8677825020,2023-05-05,INACTIVE
786,Adit Gunawan,adit1905@hotmail.com,8417569190,03-12-21,actve
787,ani baSuki,ani9968@gmail.com,8844759569,06/07/2023,BANNED
788,SITI PURNAMA,siti5540@hotmail.com,8614447227,15/05/2022,actve
789,Eko Mulyani,eko7654@yahoo.com,8491617887,2023-09-27,in-active
790,siti gunaWan,siti2523@yahoo.com,8703554602,02-07-23,active
791,guntur santoSo,guntur6490@yahoo.com,8815168881,15-08-21,in-active
792,Hendra Utami,hendra2141@hotmail.com,8914971737,29/03/2022,active
793,bambaNg ramadhan,bambang99@yahoo.com,8484740374,2021-11-07,in-active
794,dewi saputra,dewi8759@yahoo.com,8827661357,02-08-22,in-active
795,Maya Mulyani,maya5869@gmail.com,8802851692,05/09/2021,actve
796,SITI SANTOSO,siti7703@gmail.com,8239438474,2022-11-01,inactive
797,Guntur Santoso,guntur9573@hotmail.com,8966664685,2021-10-18,banned
798,hendra utaMi,hendra6770@gmail.com,8635874736,23-10-21,inactive
799,Dewi Gunawan,dewi6653@hotmail.com,8258750386,2022-08-19,actve
800,ratna hartono,ratna7188@hotmail.com,8438875666,10-06-22,aktive
801,Indah Purnama,indah7851@gmail.com,8623052865,18/03/2021,actve
802,meGa gunawan,mega9566@hotmail.com,8998645922,28/12/2020,active
803,ADIT HIDAYAT,adit7840@gmail.com,8749070549,2021-06-13,INACTIVE
804,baMbang utami,bambang278@gmail.com,8147531389,2022-12-19,INACTIVE
805,dedi wijaya,dedi3339@yahoo.com,8234940789,02/08/2022,inactive
806,Mega Wijaya,mega6848@gmail.com,8892736010,31-10-23,Active
807,siti saNtoso,siti1211@yahoo.com,8884348300,10-12-23,BANNED
808,puTri hartono,putri8854@hotmail.com,8595290321,30/06/2023,inactive
809,bambang lestari,bambang4973@hotmail.com,8202262886,2023-03-24,INACTIVE
810,dedi saputra,dedi242@hotmail.com,8662151447,19/10/2021,inactive
811,Adit Saputra,adit6007@gmail.com,8946930000,01-10-20,active
812,Bambang Siregar,bambang5156@hotmail.com,8806967891,13-10-22,banned
813,Dedi Saputra,dedi2825@yahoo.com,8114139402,25/01/2020,inactive
814,Sari Hidayat,sari1867@gmail.com,8839282192,01-03-20,banned
815,HENDRA KUSUMA,hendra4301@hotmail.com,8502925329,18-10-21,inactive
816,sAri lestari,sari498@hotmail.com,8149533502,10-05-20,active
817,ratna wijaya,ratna9835@gmail.com,8385266554,08-01-23,Active
818,Guntur Hartono,guntur1797@gmail.com,8171895128,2021-05-30,BANNED
819,Mega Sari,mega302@yahoo.com,8381944332,17/10/2022,INACTIVE
820,Siti Lestari,siti4332@yahoo.com,8232604280,01/08/2023,in-active
821,Dewi Santoso,dewi1875@gmail.com,8538974737,24-08-20,in-active
822,Dewi Utami,dewi9118@gmail.com,8359517973,03-12-21,INACTIVE
823,Guntur Fauzi,guntur4946@hotmail.com,8513017051,04/11/2022,Active
824,joko purnama,joko783@yahoo.com,8439497253,24/01/2022,INACTIVE
825,Maya Sari,maya8023@hotmail.com,8715767690,06-02-23,actve
826,Indah Hartono,indah5105@gmail.com,8811626533,2021-10-17,actve
827,Joko Setiawan,joko9904@gmail.com,8675676234,08-11-22,active
828,Maya Setiawan,maya6650@hotmail.com,8155243908,01/09/2022,aktive
829,bambanG wati,bambang6090@gmail.com,8207239032,28-08-23,banned
830,putri nasution,putri46@hotmail.com,8535331545,11-02-22,aktive
831,iNdah nasution,indah3160@hotmail.com,8746018352,19/04/2021,banned
832,megA sari,mega2442@yahoo.com,8355884867,2022-05-16,banned
833,Adit Setiawan,adit4408@yahoo.com,8567848244,24/04/2023,BANNED
834,Dewi Purnama,dewi7234@gmail.com,8746407098,2022-05-03,inactive
835,guntur pratama,guntur5136@gmail.com,8418841964,07/08/2021,active
836,Mega Wijaya,mega6036@hotmail.com,8808477647,31/08/2020,Active
837,ratNa purnama,ratna4527@gmail.com,8398726811,2021-01-31,aktive
838,Ratna Sari,ratna5335@hotmail.com,8936287935,10/05/2022,actve
839,Dewi Hidayat,dewi7895@hotmail.com,8924136147,01/12/2021,banned
840,BAMBANG HARTONO,bambang9923@hotmail.com,8291474333,05/09/2020,aktive
841,rian siregar,rian7712@gmail.com,8519464429,11-04-21,INACTIVE
842,Sari Fauzi,sari6652@yahoo.com,8152571533,07-08-22,actve
843,Guntur Nasution,guntur3894@hotmail.com,8833926597,19/11/2023,aktive
844,Indah Pratama,indah9899@hotmail.com,8346276801,21/01/2022,inactive
845,eko Ramadhan,putri209@hotmail.com,8315478414,17/02/2021,aktive
846,INDAH MULYANI,indah1879@gmail.com,8983219858,11-03-22,in-active
847,ADIT GUNAWAN,adit27@gmail.com,8446222638,2023-03-06,Active
848,Bambang Ramadhan,bambang4080@gmail.com,8751074016,03/05/2021,aktive
849,Hendra Ramadhan,hendra4399@gmail.com,8425325069,08/12/2020,Active
850,Sari Kusuma,sari1342@hotmail.com,8913230974,2020-10-26,aktive
851,Lani Ramadhan,lani9917@yahoo.com,8408508794,20-06-22,INACTIVE
852,Bambang Mulyani,bambang9037@yahoo.com,8758666903,2023-10-15,aktive
853,RIAN RAMADHAN,rian4465@gmail.com,8983570846,06-07-20,in-active
854,Adit Kusuma,adit8820@hotmail.com,8956718382,2021-05-14,Active
855,Bambang Santoso,hendra5431@gmail.com,8304963399,03-12-21,INACTIVE
856,indah basuKi,siti3266@hotmail.com,8118071409,03-05-20,INACTIVE
857,Putri Sari,putri7504@gmail.com,8419720954,19/03/2023,in-active
858,Sari Sari,sari5806@gmail.com,8706682223,2023-02-13,BANNED
859,rian purnama,rian1974@gmail.com,8141733513,2023-11-25,active
860,Mega Hidayat,mega7865@yahoo.com,8808168479,2023-04-27,banned
861,Maya Ramadhan,maya9030@gmail.com,8797791156,08-08-23,Active
862,Siti Utami,siti4120@yahoo.com,8142167278,2020-03-08,active
863,guntur mulyAni,guntur8933@yahoo.com,8466010620,01/04/2023,BANNED
864,bambang santoso,bambang808@hotmail.com,8675462418,2022-12-14,inactive
865,Rian Santoso,rian5895@hotmail.com,8256078604,28-11-21,inactive
866,lani lestari,lani3035@yahoo.com,8525174167,05/04/2022,in-active
867,Dewi Ramadhan,dewi6561@hotmail.com,8864506140,22-04-20,aktive
868,indah basuki,maya6575@hotmail.com,8452578930,05-01-23,INACTIVE
869,ratna hartonO,ratna7767@yahoo.com,8906567528,27/02/2023,actve
870,agus sapuTra,agus3170@yahoo.com,8541855213,29-09-23,actve
871,RATNA NASUTION,ratna5063@yahoo.com,8624392274,08-10-23,aktive
872,Joko Ramadhan,joko304@gmail.com,8172389774,2022-08-02,Active
873,Budi Santoso,budi4823@hotmail.com,8606456448,2023-01-04,Active
874,rian hartono,rian9651@yahoo.com,8303828694,22/10/2022,BANNED
875,Sari Setiawan,sari569@gmail.com,8896656951,25/09/2022,active
876,SARI RAMADHAN,sari6365@yahoo.com,8289067351,20/07/2021,Active
877,LANI HIDAYAT,lani582@gmail.com,8215487836,2023-07-19,aktive
878,adit kusuma,adit3978@hotmail.com,8882453956,21-05-21,banned
879,Adit Mulyani,adit6093@gmail.com,8895187149,31-05-20,Active
880,PUTRI SIREGAR,putri5944@hotmail.com,8591491457,07/01/2021,INACTIVE
881,Ani Lestari,ani7043@gmail.com,8345476915,2023-11-07,active
882,budi santosO,rian7615@gmail.com,8217623762,22-01-20,banned
883,lani siregar,lani2923@yahoo.com,8262231528,06-10-20,INACTIVE
884,BAMBANG MULYANI,bambang2565@yahoo.com,8635585730,02/06/2021,BANNED
885,maya hidayat,maya1511@hotmail.com,8652212083,01-01-20,in-active
886,sari purNama,sari1635@hotmail.com,8769694229,2021-03-13,BANNED
887,bAmbang purnama,bambang7194@gmail.com,8456435056,2023-10-08,aktive
888,Maya Basuki,maya4864@yahoo.com,8989752704,10/10/2023,in-active
889,ADIT PURNAMA,adit9436@hotmail.com,8351317843,2021-10-25,actve
890,eko sari,ratna7767@yahoo.com,8998498592,2022-11-29,banned
891,Siti Mulyani,siti6654@yahoo.com,8898293200,25/07/2021,inactive
892,Dedi Siregar,dedi5469@gmail.com,8142702248,21-01-22,active
893,dedi wijaya,dedi6859@hotmail.com,8897913566,2022-01-21,BANNED
894,joko hArtono,joko9760@yahoo.com,8683868499,30/01/2023,inactive
895,Indah Wijaya,indah9732@yahoo.com,8561916029,27-02-20,Active
896,Rian Wijaya,rian1677@yahoo.com,8416753412,2022-12-02,aktive
897,INDAH LESTARI,indah6345@yahoo.com,8114152159,14/03/2022,active
898,sari fauzi,sari4802@yahoo.com,8205026821,28/10/2020,aktive
899,DEWI UTAMI,dewi9453@gmail.com,8749323170,2023-07-12,banned
900,Maya Fauzi,maya7989@hotmail.com,8661087228,28-02-21,Active
901,Sari Pratama,sari8651@gmail.com,8822895211,09/09/2022,aktive
902,Sari Pratama,sari482@gmail.com,8521358168,01/10/2020,in-active
903,Putri Nasution,putri1939@yahoo.com,8661777082,2021-07-10,Active
904,Budi Gunawan,guntur6657@yahoo.com,8284442510,24-08-23,aktive
905,Agus Purnama,agus7752@gmail.com,8931933165,03/03/2020,inactive
906,bambang purnama,bambang9444@yahoo.com,8152091132,30-07-21,INACTIVE
907,AGUS RAMADHAN,agus8092@gmail.com,8257069876,2022-06-13,active
908,Lani Wijaya,lani1198@gmail.com,8576763893,02-02-21,BANNED
909,JOKO SAPUTRA,joko6593@gmail.com,8466938219,2020-04-21,BANNED
910,LANI WIJAYA,lani602@gmail.com,8658790349,2020-09-11,actve
911,Siti Santoso,indah9768@hotmail.com,8544739092,10-08-21,active
912,SARI PURNAMA,sari1950@gmail.com,8917450671,2021-01-18,INACTIVE
913,maya utami,maya6202@gmail.com,8222514869,23/10/2022,INACTIVE
914,Siti Purnama,siti764@gmail.com,8602105578,21/06/2021,BANNED
915,Dedi Siregar,dedi7137@gmail.com,8412761304,02/02/2020,in-active
916,adit santoso,adit8581@gmail.com,8565932378,13/05/2020,BANNED
917,maya lestari,maya3656@yahoo.com,8913207348,12/05/2022,banned
918,Eko Mulyani,eko3893@yahoo.com,8391565386,16-07-22,aktive
919,Putri Wijaya,putri9876@yahoo.com,8466252825,23/02/2022,in-active
920,dEwi saputra,dewi6799@hotmail.com,8819883956,09-07-23,Active
921,BAMBANG PURNAMA,bambang5346@hotmail.com,8483408136,28/12/2023,in-active
922,lani sari,lani3700@hotmail.com,8479801857,28/03/2020,BANNED
923,sari ramadhan,sari1403@hotmail.com,8446679141,17/10/2020,banned
924,riAn hartono,rian5676@gmail.com,8604427668,30-06-20,active
925,putri pratama,putri8525@hotmail.com,8781044553,2020-06-05,inactive
926,Dewi Ramadhan,dewi2359@hotmail.com,8332923525,31/03/2023,inactive
927,MAYA RAMADHAN,maya5032@hotmail.com,8508412770,2021-12-28,INACTIVE
928,Adit Saputra,adit4620@hotmail.com,8938127403,12/01/2022,Active
929,adit fauzi,adit8801@hotmail.com,8344397398,16-04-21,inactive
930,bambang setiaWan,bambang3410@yahoo.com,8128856152,14/06/2022,INACTIVE
931,sari ramadhan,sari4313@gmail.com,8763118828,13-03-21,banned
932,Maya Lestari,maya2575@gmail.com,8802820360,19-12-21,BANNED
933,Adit Basuki,adit7111@gmail.com,8487354744,27/11/2022,aktive
934,Joko Pratama,joko9257@yahoo.com,8941594027,2023-05-25,INACTIVE
935,putri lestaRi,putri5785@gmail.com,8573277125,07/10/2020,INACTIVE
936,mega santoso,mega3879@yahoo.com,8842950172,16-08-22,actve
937,Siti Fauzi,siti592@yahoo.com,8902979546,2023-11-18,active
938,Rian Sari,rian8299@hotmail.com,8199087074,26-02-23,BANNED
939,agus saRi,agus294@yahoo.com,8861172408,2021-03-29,inactive
940,Agus Wati,agus2517@yahoo.com,8868212677,25-03-23,inactive
941,Rian Pratama,rian8195@hotmail.com,8726506035,2021-01-22,inactive
942,hendra fauzi,hendra5201@yahoo.com,8773928196,24/12/2021,Active
943,rian sari,rian116@gmail.com,8756933858,2022-01-11,INACTIVE
944,indaH wijaya,indah2446@hotmail.com,8221810662,10-12-20,Active
945,Rian Wati,rian4069@gmail.com,8335766952,24/06/2021,Active
946,EKO WATI,eko5658@hotmail.com,8166332125,2021-05-12,in-active
947,Adit Purnama,adit5099@gmail.com,8151989498,11-08-21,active
948,Siti Mulyani,siti5165@gmail.com,8123763896,28-12-21,inactive
949,JOKO PURNAMA,joko3342@gmail.com,8773395801,17/09/2023,banned
950,ani gunawan,ani2699@yahoo.com,8873654956,30-07-20,in-active
951,Hendra Santoso,hendra2491@hotmail.com,8944065763,2022-06-26,aktive
952,DEWI SARI,dewi5012@yahoo.com,8567808972,29-09-22,active
953,Eko Purnama,eko7327@yahoo.com,8199261797,2021-11-15,inactive
954,jOko purnama,joko5952@yahoo.com,8547513350,2022-12-10,inactive
955,ANI HIDAYAT,ani5559@hotmail.com,8598176921,2022-01-03,in-active
956,MAYA NASUTION,maya2582@hotmail.com,8555115976,08/04/2020,INACTIVE
957,Dewi Basuki,dewi272@hotmail.com,8224176642,20/09/2023,Active
958,hendra siRegar,hendra8223@gmail.com,8272556787,27-03-23,actve
959,rian waTi,rian8159@hotmail.com,8612537451,08-12-22,Active
960,Indah Basuki,indah8445@gmail.com,8329345032,22/04/2022,aktive
961,Joko Fauzi,joko5777@yahoo.com,8517196181,17-06-20,aktive
962,Hendra Purnama,hendra8817@hotmail.com,8939691453,27/01/2021,inactive
963,agus ramadhan,lani6733@yahoo.com,8531054581,03/09/2023,Active
964,Dewi Utami,dewi393@yahoo.com,8345072590,07/09/2022,BANNED
965,dewi hartono,dewi5322@gmail.com,8412598312,2021-04-23,INACTIVE
966,AGUS GUNAWAN,agus7144@yahoo.com,8362405835,2021-02-06,Active
967,indah utAmi,indah3136@hotmail.com,8939409226,2022-06-15,Active
968,ani basuki,ani3438@gmail.com,8498589910,2020-03-28,Active
969,mega rAmadhan,mega2808@gmail.com,8616522334,03/08/2023,active
970,Bambang Pratama,bambang9336@yahoo.com,8681629673,19-11-20,BANNED
971,gunTur wijaya,guntur7778@hotmail.com,8841440454,30/08/2022,INACTIVE
972,Dewi Nasution,dewi9608@hotmail.com,8202377747,18-12-20,aktive
973,Guntur Saputra,guntur6024@gmail.com,8435441429,2020-01-26,INACTIVE
974,Sari Utami,sari1428@hotmail.com,8642376662,2023-11-20,inactive
975,dewi fauzi,dewi5087@gmail.com,8417484515,26/05/2021,actve
976,sari lEstari,sari7798@hotmail.com,8154663048,12/08/2020,inactive
977,Agus Wijaya,agus4917@yahoo.com,8868016837,04/05/2022,aktive
978,raTna sari,ratna7911@hotmail.com,8804129389,23/07/2021,Active
979,Siti Mulyani,rian2347@yahoo.com,8695900801,17-04-21,banned
980,AGUS KUSUMA,agus2852@hotmail.com,8329688664,01-01-24,active
981,Budi Lestari,budi1441@hotmail.com,8863077846,2021-03-29,BANNED
982,Hendra Ramadhan,hendra9911@hotmail.com,8249419519,07-01-21,BANNED
983,GUNTUR PRATAMA,guntur5272@gmail.com,8206590137,2021-07-04,Active
984,Sari Ramadhan,sari7615@hotmail.com,8129419311,13-06-22,BANNED
985,lanI sari,lani8897@gmail.com,8271577390,24-03-23,aktive
986,DEDI BASUKI,dedi2330@gmail.com,8852740720,10-06-20,inactive
987,aNi wati,ani7437@yahoo.com,8128823699,2023-02-07,inactive
988,dedI hartono,dedi1751@yahoo.com,8948465808,2022-10-18,BANNED
989,SITI LESTARI,budi4823@hotmail.com,8124179282,12-01-20,in-active
990,Joko Basuki,joko9293@yahoo.com,8337662611,2021-07-19,INACTIVE
991,Mega Basuki,guntur8933@yahoo.com,8148254775,2021-05-20,Active
992,riaN wijaya,rian3736@yahoo.com,8792937202,2022-08-07,inactive
993,Eko Hidayat,eko6357@hotmail.com,8598364466,09-09-23,BANNED
994,putri hartono,putri542@hotmail.com,8533667290,10/10/2023,actve
995,dewi basuki,dewi951@yahoo.com,8247152489,2021-03-06,inactive
996,joko hidayat,joko1597@hotmail.com,8813519321,2021-03-31,banned
997,ratna mulyani,ratna2799@hotmail.com,8606674699,21-07-23,inactive
998,Putri Lestari,putri8473@hotmail.com,8632948068,15/02/2020,BANNED
999,Budi Nasution,budi5381@hotmail.com,8244281206,10/06/2022,aktive
1000,Eko Nasution,eko536@gmail.com,8467805316,21/05/2022,INACTIVE
